"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Local.Authority","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1429",1,"21/12/2015",1913,"3","2",4,"Dark",1,"Calderdale",9,3,3,1,62
"1430",2,"22/12/2015",1219,"1","2",1,"Daylight",5,"Calderdale",9,1,3,1,32
"1431",1,"22/12/2015",1310,"4","2",1,"Daylight",5,"Calderdale",9,3,3,2,15
"1432",1,"23/12/2015",1029,"6","1",1,"Daylight",1,"Calderdale",90,3,1,1,59
"1433",2,"23/12/2015",1810,"1","2",4,"Dark",1,"Calderdale",9,1,3,2,34
"1434",2,"24/12/2015",1856,"3","2",4,"Dark",1,"Calderdale",16,1,3,1,22
"1435",2,"26/12/2015",1015,"4","2",1,"Daylight",2,"Calderdale",9,1,3,1,27
"1436",2,"26/12/2015",1015,"4","2",1,"Daylight",2,"Calderdale",9,2,3,1,22
"1437",2,"26/12/2015",1015,"4","2",1,"Daylight",2,"Calderdale",9,2,3,1,2
"1438",2,"26/12/2015",1240,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,27
"1439",2,"26/12/2015",1755,"6","2",4,"Dark",2,"Calderdale",9,1,3,2,28
"1440",2,"26/12/2015",1822,"3","2",4,"Dark",2,"Calderdale",9,1,3,1,36
"1441",1,"29/12/2015",1220,"3","1",1,"Daylight",1,"Calderdale",19,2,2,1,38
"1442",2,"29/12/2015",1800,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,44
"1443",2,"31/12/2015",1450,"6","2",1,"Daylight",2,"Calderdale",19,1,3,1,20
"1444",2,"31/12/2015",1450,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,49
"1445",2,"31/12/2015",2040,"1","2",4,"Dark",2,"Calderdale",9,1,3,2,43
"1446",2,"31/12/2015",2040,"1","2",4,"Dark",2,"Calderdale",9,2,3,2,79
"1447",1,"28/01/2014",835,"6","2",1,"Daylight",9,"Calderdale",9,3,3,2,8
"1448",1,"28/01/2014",1745,"6","2",4,"Dark",1,"Calderdale",9,3,3,2,15
"1449",1,"28/01/2014",1745,"6","2",4,"Dark",1,"Calderdale",9,3,3,1,17
"1450",2,"30/01/2014",900,"6","2",1,"Daylight",8,"Calderdale",9,1,3,2,29
"1451",2,"30/01/2014",900,"6","2",1,"Daylight",8,"Calderdale",9,2,3,1,9
"1452",2,"30/01/2014",900,"6","2",1,"Daylight",8,"Calderdale",9,2,3,2,11
"1453",2,"30/01/2014",900,"6","2",1,"Daylight",8,"Calderdale",9,2,3,1,8
"1454",2,"30/01/2014",1815,"6","2",4,"Dark",1,"Calderdale",19,1,3,1,28
"1455",2,"30/01/2014",1815,"6","2",4,"Dark",1,"Calderdale",9,1,3,1,29
"1456",2,"30/01/2014",1815,"6","2",4,"Dark",1,"Calderdale",9,2,3,1,56
"1457",2,"30/01/2014",2115,"3","2",4,"Dark",1,"Calderdale",9,2,3,1,30
"1458",2,"30/01/2014",2115,"3","2",4,"Dark",1,"Calderdale",9,2,3,1,28
"1459",1,"01/02/2014",130,"3","1",4,"Dark",1,"Calderdale",8,2,2,2,52
"1460",1,"01/02/2014",1240,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,35
"1461",1,"05/02/2014",1615,"3","2",1,"Daylight",2,"Calderdale",9,3,3,2,40
"1463",2,"06/02/2014",1857,"3","2",4,"Dark",2,"Calderdale",9,1,3,1,40
"1464",1,"06/02/2014",2040,"1","2",4,"Dark",2,"Calderdale",9,2,3,1,22
"1465",3,"07/02/2014",1906,"4","2",4,"Dark",1,"Calderdale",9,1,3,1,24
"1466",3,"07/02/2014",1906,"4","2",4,"Dark",1,"Calderdale",9,2,3,2,43
"1467",2,"07/02/2014",2200,"3","1",4,"Dark",1,"Calderdale",9,1,1,1,20
"1468",2,"07/02/2014",2200,"3","1",4,"Dark",1,"Calderdale",9,2,1,1,19
"1469",2,"07/02/2014",2200,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,19
"1470",2,"08/02/2014",1200,"6","2",1,"Daylight",4,"Calderdale",1,1,3,1,53
"1471",1,"09/02/2014",1133,"1","2",1,"Daylight",2,"Calderdale",9,2,3,2,5
"1472",2,"10/02/2014",1805,"3","2",4,"Dark",1,"Calderdale",9,1,3,2,42
"1473",1,"11/02/2014",1745,"3","2",4,"Dark",3,"Calderdale",9,3,2,1,33
"1474",1,"13/02/2014",735,"6","2",1,"Daylight",1,"Calderdale",9,3,3,1,16
"1475",1,"13/02/2014",955,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,51
"1476",1,"04/02/2014",1330,"6","1",1,"Daylight",4,"Calderdale",9,3,3,1,52
"1477",1,"14/02/2014",1620,"6","2",1,"Daylight",2,"Calderdale",9,3,3,1,18
"1478",1,"15/02/2014",511,"3","2",4,"Dark",5,"Calderdale",8,1,3,1,25
"1479",2,"16/02/2014",1400,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,69
"1480",2,"16/02/2014",1400,"6","1",1,"Daylight",1,"Calderdale",8,1,3,1,34
"1481",1,"16/02/2014",2045,"4","1",4,"Dark",1,"Calderdale",9,1,3,2,19
"1482",1,"16/02/2014",2045,"4","1",4,"Dark",1,"Calderdale",9,2,2,1,18
"1483",2,"16/02/2014",2315,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,29
"1484",2,"16/02/2014",2315,"6","1",4,"Dark",1,"Calderdale",9,2,3,1,29
"1485",1,"17/02/2014",850,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,49
"1486",2,"17/02/2014",1740,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,46
"1487",3,"17/02/2014",1839,"1","1",4,"Dark",9,"Calderdale",9,1,3,2,27
"1488",2,"18/02/2014",1800,"6","1",1,"Daylight",1,"Calderdale",11,2,3,2,46
"1489",2,"19/02/2014",905,"3","2",1,"Daylight",2,"Calderdale",9,1,3,1,21
"1490",2,"19/02/2014",905,"3","2",1,"Daylight",2,"Calderdale",9,1,3,1,77
"1491",2,"19/02/2014",1620,"6","1",1,"Daylight",1,"Calderdale",11,1,3,1,56
"1492",2,"21/02/2014",625,"3","4",1,"Daylight",1,"Calderdale",9,1,3,1,36
"1493",1,"21/02/2014",702,"3","4",1,"Daylight",1,"Calderdale",9,1,3,2,33
"1494",1,"21/02/2014",740,"3","4",1,"Daylight",1,"Calderdale",19,1,3,1,28
"1495",1,"22/02/2014",1710,"4","1",1,"Daylight",1,"Calderdale",5,1,3,1,54
"1496",1,"22/02/2014",1710,"4","1",1,"Daylight",1,"Calderdale",5,3,3,1,60
"1497",2,"23/02/2014",1245,"6","2",1,"Daylight",1,"Calderdale",8,1,3,1,44
"1498",1,"23/02/2014",2315,"6","1",4,"Dark",1,"Calderdale",1,1,2,1,67
"1499",3,"24/02/2014",538,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,39
"1500",3,"24/02/2014",538,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,46
"1501",2,"25/02/2014",1610,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,27
"1502",2,"28/02/2014",1903,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,33
"1503",2,"28/02/2014",1903,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,40
"1504",2,"28/02/2014",1903,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,32
"1505",2,"28/02/2014",1903,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,21
"1506",1,"01/03/2014",34,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,21
"1507",2,"01/03/2014",638,"1","2",4,"Dark",1,"Calderdale",9,2,3,1,21
"1508",1,"03/03/2014",315,"3","2",4,"Dark",1,"Calderdale",9,1,2,1,44
"1509",2,"03/03/2014",1005,"3","2",1,"Daylight",1,"Calderdale",9,1,3,2,45
"1510",2,"03/03/2014",1005,"3","2",1,"Daylight",1,"Calderdale",9,2,3,2,17
"1511",1,"03/03/2014",1344,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,48
"1512",1,"03/03/2014",1429,"3","1",1,"Daylight",1,"Calderdale",9,1,2,2,67
"1513",2,"05/03/2014",655,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,20
"1514",2,"05/03/2014",655,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,27
"1515",2,"05/03/2014",840,"4","2",1,"Daylight",9,"Calderdale",9,1,3,2,31
"1516",2,"05/03/2014",840,"4","2",1,"Daylight",9,"Calderdale",9,1,3,2,62
"1517",3,"06/03/2014",5,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,56
"1518",2,"06/03/2014",849,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,57
"1519",2,"06/03/2014",745,"3","2",1,"Daylight",9,"Calderdale",9,1,3,2,38
"1520",2,"07/03/2014",1400,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,17
"1521",2,"07/03/2014",1710,"4","1",1,"Daylight",1,"Calderdale",9,1,3,2,38
"1522",1,"08/03/2014",249,"1","1",4,"Dark",1,"Calderdale",9,1,1,1,58
"1523",1,"10/03/2014",1535,"6","1",1,"Daylight",1,"Calderdale",11,3,3,1,38
"1524",3,"11/03/2014",1208,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,22
"1525",3,"11/03/2014",1208,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,27
"1526",1,"11/03/2014",1258,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,32
"1527",1,"11/03/2014",1258,"1","1",1,"Daylight",1,"Calderdale",9,2,3,1,70
"1528",1,"11/03/2014",1258,"1","1",1,"Daylight",1,"Calderdale",9,2,2,2,52
"1529",3,"11/03/2014",1650,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,26
"1530",2,"16/03/2014",1530,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,39
"1531",2,"16/03/2014",1530,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,45
"1532",2,"16/03/2014",1530,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,10
"1533",2,"16/03/2014",1530,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,6
"1534",1,"16/03/2014",1720,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,41
"1535",2,"17/03/2014",348,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,25
"1536",2,"17/03/2014",2110,"3","1",4,"Dark",1,"Calderdale",3,1,2,2,56
"1537",2,"18/03/2014",926,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,58
"1538",2,"18/03/2014",1200,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,50
"1539",1,"20/03/2014",818,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,73
"1540",2,"21/03/2014",1220,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,21
"1541",2,"22/03/2014",1913,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,29
"1542",2,"23/03/2014",1045,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,87
"1543",2,"23/03/2014",1045,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,50
"1544",1,"23/03/2014",1315,"3","1",1,"Daylight",1,"Calderdale",9,3,3,2,13
"1545",1,"23/03/2014",1315,"3","1",1,"Daylight",1,"Calderdale",9,3,3,2,13
"1546",2,"24/03/2014",816,"3","1",1,"Daylight",1,"Calderdale",11,1,3,2,45
"1547",2,"24/03/2014",816,"3","1",1,"Daylight",1,"Calderdale",9,1,2,1,43
"1548",2,"24/03/2014",1800,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,27
"1549",2,"25/03/2014",1055,"3","2",1,"Daylight",1,"Calderdale",2,1,3,1,17
"1550",2,"26/03/2014",720,"6","1",1,"Daylight",1,"Calderdale",3,1,2,1,26
"1551",1,"22/02/2014",2130,"6","1",4,"Dark",1,"Calderdale",9,3,2,2,53
"1552",2,"28/03/2014",640,"3","5",1,"Daylight",2,"Calderdale",9,1,3,1,41
"1553",2,"28/03/2014",640,"3","5",1,"Daylight",2,"Calderdale",9,1,3,2,43
"1554",2,"28/03/2014",640,"3","5",1,"Daylight",2,"Calderdale",9,2,3,2,23
"1555",2,"28/03/2014",640,"3","5",1,"Daylight",2,"Calderdale",9,2,3,1,23
"1556",2,"28/03/2014",1500,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,39
"1557",3,"29/03/2014",1100,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,53
"1558",2,"01/01/2014",435,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,22
"1559",1,"02/01/2014",1555,"3","1",1,"Daylight",1,"Calderdale",19,3,3,1,81
"1560",1,"03/01/2014",805,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,50
"1561",1,"03/01/2014",805,"3","2",1,"Daylight",1,"Calderdale",9,2,3,2,40
"1562",2,"02/01/2014",1320,"6","2",1,"Daylight",1,"Calderdale",3,1,3,1,18
"1563",1,"04/01/2014",1630,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,6
"1564",2,"05/01/2014",1610,"6","2",4,"Dark",2,"Calderdale",3,1,3,1,17
"1565",2,"05/01/2014",2230,"6","2",4,"Dark",2,"Calderdale",8,1,3,1,39
"1566",2,"09/01/2014",158,"3","1",1,"Daylight",1,"Calderdale",19,2,3,1,26
"1567",2,"08/01/2014",1510,"3","1",1,"Daylight",1,"Calderdale",11,2,3,1,42
"1568",3,"09/01/2014",1840,"3","1",1,"Daylight",1,"Calderdale",3,1,2,1,27
"1569",2,"11/01/2014",1050,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,22
"1570",2,"13/01/2014",845,"3","2",1,"Daylight",1,"Calderdale",9,2,3,1,9
"1571",2,"14/01/2014",1350,"3","2",1,"Daylight",1,"Calderdale",1,1,3,1,NA
"1572",2,"14/01/2014",2201,"3","2",4,"Dark",2,"Calderdale",9,1,3,1,73
"1573",2,"14/01/2014",2201,"3","2",4,"Dark",2,"Calderdale",9,1,3,1,32
"1574",2,"14/01/2014",2201,"3","2",4,"Dark",2,"Calderdale",9,2,3,2,76
"1575",2,"14/01/2014",1905,"1","1",4,"Dark",1,"Calderdale",9,1,3,1,24
"1576",2,"14/01/2014",1905,"1","1",4,"Dark",1,"Calderdale",9,1,3,2,58
"1577",4,"15/01/2014",1705,"1","1",4,"Dark",1,"Calderdale",9,1,3,2,43
"1578",4,"15/01/2014",1705,"1","1",4,"Dark",1,"Calderdale",9,1,3,1,28
"1579",4,"15/01/2014",1705,"1","1",4,"Dark",1,"Calderdale",9,1,2,1,59
"1580",4,"15/01/2014",1705,"1","1",4,"Dark",1,"Calderdale",9,1,3,1,27
"1581",4,"15/01/2014",1705,"1","1",4,"Dark",1,"Calderdale",9,2,3,1,50
"1582",2,"16/01/2014",655,"3","2",4,"Dark",1,"Calderdale",9,1,3,2,34
"1583",2,"16/01/2014",655,"3","2",4,"Dark",1,"Calderdale",9,2,3,1,33
"1584",1,"16/01/2014",1730,"3","2",4,"Dark",1,"Calderdale",9,3,3,1,12
"1585",2,"17/01/2014",1205,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,20
"1586",2,"19/01/2014",1300,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,22
"1587",2,"19/01/2014",1605,"3","2",1,"Daylight",1,"Calderdale",1,1,3,1,27
"1588",2,"19/01/2014",2105,"6","2",4,"Dark",1,"Calderdale",9,1,3,1,44
"1589",3,"20/01/2014",1110,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,87
"1590",3,"20/01/2014",1110,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,46
"1591",3,"20/01/2014",1110,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,71
"1592",2,"20/01/2014",2100,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,41
"1593",2,"20/01/2014",2100,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,37
"1594",3,"24/01/2014",1806,"3","2",1,"Daylight",2,"Calderdale",9,1,3,1,32
"1595",3,"24/01/2014",1806,"3","2",1,"Daylight",2,"Calderdale",9,2,3,1,33
"1596",3,"24/01/2014",1806,"3","2",1,"Daylight",2,"Calderdale",9,2,3,1,27
"1597",2,"23/01/2014",1645,"4","3",1,"Daylight",3,"Calderdale",9,2,3,2,69
"1598",2,"23/01/2014",1645,"4","3",1,"Daylight",3,"Calderdale",9,1,3,1,71
"1599",2,"25/01/2014",1715,"6","2",4,"Dark",5,"Calderdale",9,1,3,1,63
"1600",2,"01/04/2014",1715,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,42
"1601",1,"01/04/2014",2047,"6","1",4,"Dark",1,"Calderdale",9,3,2,1,18
"1602",1,"03/04/2014",1300,"3","1",1,"Daylight",1,"Calderdale",11,2,3,2,84
"1603",1,"04/04/2014",323,"3","2",4,"Dark",1,"Calderdale",9,1,2,1,17
"1604",1,"04/04/2014",323,"3","2",4,"Dark",1,"Calderdale",9,2,1,1,18
"1605",1,"04/04/2014",1525,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,77
