"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Local.Authority","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"275",2,"25/10/2017",1450,"A644","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,24
"276",1,"27/10/2017",1630,"A646","Dry",1,"Daylight",1,"Calderdale",19,3,2,2,15
"277",2,"28/10/2017",1313,"A649","Dry",1,"Daylight",1,"Calderdale",9,2,3,2,30
"278",2,"29/10/2017",1220,"U","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,41
"279",2,"31/10/2017",1202,"U","Dry",1,"Daylight",1,"Calderdale",9,1,3,1,33
"280",1,"31/10/2017",1720,"U","Dry",4,"Dark",1,"Calderdale",9,3,3,1,25
"281",2,"31/10/2017",1851,"U","Dry",4,"Dark",1,"Calderdale",9,1,3,1,34
"282",3,"01/11/2017",744,"B6112","Dry",1,"Daylight",1,"Calderdale",9,1,3,1,28
"283",1,"04/11/2017",2331,"U","Dry",4,"Dark",1,"Calderdale",9,3,3,1,42
"284",3,"05/11/2017",1020,"A644","Dry",1,"Daylight",1,"Calderdale",19,2,3,1,5
"285",2,"05/11/2017",2259,"U","Wet",4,"Dark",1,"Calderdale",9,1,3,2,23
"286",1,"06/11/2017",1500,"U","Dry",1,"Daylight",1,"Calderdale",9,3,3,2,30
"287",2,"06/11/2017",1709,"U","Dry",4,"Dark",1,"Calderdale",9,1,2,1,19
"288",2,"06/11/2017",1713,"M62","Dry",4,"Dark",1,"Calderdale",21,1,3,1,64
"289",1,"07/11/2017",1150,"U","Dry",1,"Daylight",1,"Calderdale",9,3,3,1,27
"290",1,"07/11/2017",1615,"A6025","Dry",1,"Daylight",1,"Calderdale",19,3,3,1,17
"291",2,"08/11/2017",1651,"U","Wet ¨ Damp",6,"",1,"Calderdale",9,1,3,1,40
"292",4,"08/11/2017",1743,"U","Dry",7,"Dark",1,"Calderdale",9,1,3,2,25
"293",1,"08/11/2017",2100,"U","Wet/Damp",4,"Dark",1,"Calderdale",9,2,3,1,25
"294",1,"09/11/2017",1730,"U","Wet/Damp",4,"Dark",1,"Calderdale",1,1,3,1,27
"295",1,"11/11/2017",1858,"M62","Dry",4,"Dark",1,"Calderdale",9,1,2,2,26
"296",2,"13/11/2017",1644,"U","Dry",4,"Dark",1,"Calderdale",9,1,3,2,56
"297",2,"14/11/2017",1420,"A6033","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,61
"298",2,"19/11/2017",1030,"U","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,62
"299",2,"19/11/2017",1515,"A646","Dry",1,"Daylight",1,"Calderdale",19,2,2,1,47
"300",2,"20/11/2017",1930,"U","Wet/Damp",4,"Dark",1,"Calderdale",9,1,3,2,NA
"301",2,"23/11/2017",1610,"M62","Wet ¨ Damp",4,"Dark",2,"Calderdale",9,1,3,1,51
"302",2,"24/11/2017",1407,"A672","Wet/Damp",1,"Daylight",1,"Calderdale",9,1,3,1,37
"303",2,"25/11/2017",1330,"U","Wet/Damp",1,"Daylight",1,"Calderdale",9,1,3,1,66
"304",1,"27/11/2017",1308,"U","Wet ¨ Damp",1,"Daylight",1,"Calderdale",9,3,3,1,14
"305",2,"28/11/2017",850,"U","Dry",1,"Daylight",1,"Calderdale",3,1,3,1,27
"306",2,"28/11/2017",1426,"A629","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,35
"307",1,"28/11/2017",1535,"U","Wet ¨ Damp",1,"Daylight",1,"Calderdale",9,3,3,1,6
"308",1,"29/11/2017",1835,"U","Wet/Damp",4,"Dark",1,"Calderdale",97,3,3,1,75
"309",1,"30/11/2017",1635,"U","Wet/Damp",4,"Dark",1,"Calderdale",9,3,3,1,10
"310",2,"01/12/2017",1055,"A646","Wet/Damp",1,"Daylight",1,"Calderdale",9,1,3,1,73
"311",2,"01/12/2017",1700,"U","Dry",4,"Dark",1,"Calderdale",9,1,3,1,44
"312",2,"04/12/2017",850,"A58","Wet/Damp",1,"Daylight",1,"Calderdale",9,2,2,1,12
"313",2,"01/12/2017",1745,"M62","Dry",4,"Dark",1,"Calderdale",9,1,3,1,60
"314",2,"05/12/2017",1120,"A646","Dry",1,"Daylight",1,"Calderdale",19,1,3,1,18
"315",3,"06/12/2017",1357,"U","Dry",1,"Daylight",1,"Calderdale",9,1,2,1,88
"316",2,"07/12/2017",829,"U","Dry",1,"Daylight",1,"Calderdale",9,1,3,1,35
"317",2,"08/12/2017",815,"U","Snow",1,"Daylight",1,"Calderdale",9,1,3,2,67
"318",2,"09/12/2017",1521,"U","Wet/Damp",1,"Daylight",1,"Calderdale",9,2,3,2,50
"319",1,"12/12/2017",820,"U","Wet/Damp",1,"Daylight",1,"Calderdale",8,3,3,1,15
"320",2,"12/12/2017",1200,"A641","Wet/Damp",1,"Daylight",1,"Calderdale",9,1,3,2,83
"321",1,"14/12/2017",521,"U","Frost/Ice",4,"Dark",8,"Calderdale",9,1,3,2,46
"322",2,"13/12/2017",1325,"A629","Wet/Damp",1,"Daylight",1,"Calderdale",8,1,3,1,36
"323",1,"14/12/2017",1617,"U","Dry",1,"Daylight",1,"Calderdale",9,3,3,1,14
"324",2,"15/12/2017",1446,"M62","Dry",1,"Daylight",1,"Calderdale",9,1,3,2,58
"325",2,"16/12/2017",1302,"M62","Frost/Ice",1,"Daylight",1,"Calderdale",9,2,2,1,23
"326",1,"18/12/2017",1410,"A672","Dry",1,"Daylight",1,"Calderdale",9,1,3,1,67
"327",1,"19/12/2017",1530,"U","Dry",1,"Daylight",1,"Calderdale",9,3,3,2,15
"328",1,"21/12/2017",1815,"A6036","Wet/Damp",4,"Dark",2,"Calderdale",11,3,1,1,49
"329",2,"22/12/2017",818,"U","Wet/Damp",1,"Daylight",1,"Calderdale",1,1,3,1,38
"330",2,"24/12/2017",1930,"A6026","Wet/Damp",4,"Dark",1,"Calderdale",9,1,2,1,72
"331",2,"26/12/2017",1217,"A646","Dry",1,"Daylight",1,"Calderdale",9,2,3,2,74
"332",2,"27/12/2017",1859,"U","Wet/Damp",4,"Dark",1,"Calderdale",9,1,3,2,88
"333",3,"27/12/2017",2053,"U","Wet/Damp",4,"Dark",1,"Calderdale",9,1,2,2,31
"334",1,"28/12/2017",1132,"U","Dry",1,"Daylight",1,"Calderdale",9,3,3,1,9
"335",3,"28/12/2017",2020,"A58","Frost/Ice",4,"Dark",1,"Calderdale",9,1,2,1,24
"336",2,"31/12/2017",1331,"U","Dry",1,"Daylight",1,"Calderdale",9,1,3,1,28
"337",1,"01/01/2016",52,"3","2",4,"Dark",1,"Calderdale",8,3,3,1,27
"338",1,"01/01/2016",1204,"6","2",1,"Daylight",1,"Calderdale",9,1,3,2,87
"339",2,"01/01/2016",1400,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,23
"340",1,"02/01/2016",1630,"3","2",4,"Dark",2,"Calderdale",9,3,3,2,65
"341",2,"03/01/2016",1700,"3","2",4,"Dark",2,"Calderdale",1,1,3,1,24
"342",2,"06/01/2016",734,"6","2",4,"Dark",1,"Calderdale",3,1,3,1,26
"343",2,"06/01/2016",950,"3","2",1,"Daylight",1,"Calderdale",9,1,3,2,82
"344",2,"06/01/2016",950,"3","2",1,"Daylight",1,"Calderdale",21,1,3,1,32
"345",2,"07/01/2016",846,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,25
"346",1,"07/01/2016",1600,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,34
"347",1,"08/01/2016",1200,"3","1",1,"Daylight",1,"Calderdale",19,3,3,2,36
"348",1,"13/01/2016",1856,"6","2",1,"Daylight",1,"Calderdale",2,1,2,1,27
"349",2,"14/01/2016",831,"1","2",1,"Daylight",1,"Calderdale",9,1,3,1,63
"350",2,"14/01/2016",1320,"3","1",1,"Daylight",1,"Calderdale",1,1,1,1,55
"351",1,"15/01/2016",1202,"3","1",1,"Daylight",1,"Calderdale",21,3,2,2,87
"352",2,"15/01/2016",1536,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,29
"353",1,"16/01/2016",1310,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,60
"354",1,"16/01/2016",2054,"6","3",4,"Dark",3,"Calderdale",8,2,3,2,29
"355",1,"16/01/2016",2101,"1","3",4,"Dark",3,"Calderdale",9,1,3,2,18
"356",1,"17/01/2016",2040,"6","2",6,"",1,"Calderdale",90,1,2,1,33
"357",2,"18/01/2016",1635,"6","1",4,"Dark",9,"Calderdale",9,1,3,1,23
"358",1,"20/01/2016",911,"6","2",1,"Daylight",1,"Calderdale",9,3,3,2,33
"359",1,"22/01/2016",900,"6","2",1,"Daylight",1,"Calderdale",8,2,3,1,16
"360",1,"22/01/2016",900,"6","2",1,"Daylight",1,"Calderdale",8,2,3,2,11
"361",1,"22/01/2016",900,"6","2",1,"Daylight",1,"Calderdale",8,2,3,1,12
"362",2,"22/01/2016",915,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,47
"363",2,"25/01/2016",1410,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,30
"364",1,"26/01/2016",1533,"6","2",1,"Daylight",1,"Calderdale",9,3,3,1,25
"365",1,"26/01/2016",1708,"6","2",4,"Dark",5,"Calderdale",9,3,3,1,49
"366",2,"27/01/2016",1728,"6","2",4,"Dark",5,"Calderdale",3,1,3,1,27
"367",2,"28/01/2016",2050,"6","1",4,"Dark",9,"Calderdale",9,1,3,2,20
"368",1,"30/01/2016",1515,"6","1",1,"Daylight",9,"Calderdale",9,3,3,2,66
"369",1,"30/01/2016",2331,"1","3",4,"Dark",6,"Calderdale",9,2,3,2,31
"370",2,"31/01/2016",1455,"3","2",1,"Daylight",1,"Calderdale",9,3,3,2,16
"371",2,"02/02/2016",830,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,55
"372",1,"04/02/2016",1636,"3","1",1,"Daylight",9,"Calderdale",9,3,3,2,5
"373",1,"06/02/2016",1325,"3","2",1,"Daylight",5,"Calderdale",9,1,3,2,55
"374",2,"27/01/2016",1624,"1","1",4,"Dark",9,"Calderdale",9,1,3,2,55
"375",2,"08/02/2016",1430,"3","2",1,"Daylight",2,"Calderdale",1,1,3,1,55
"376",1,"09/02/2016",1618,"6","2",1,"Daylight",1,"Calderdale",3,1,3,1,19
"377",3,"09/02/2016",1934,"3","2",4,"Dark",1,"Calderdale",9,1,2,1,54
"378",1,"10/02/2016",1402,"3","1",1,"Daylight",9,"Calderdale",9,3,3,1,50
"379",1,"11/02/2016",645,"3","4",4,"Dark",1,"Calderdale",9,1,3,1,21
"380",2,"11/02/2016",1910,"6","1",4,"Dark",1,"Calderdale",9,2,3,1,26
"381",1,"15/02/2016",1150,"3","1",1,"Daylight",1,"Calderdale",9,3,3,2,13
"382",2,"16/02/2016",900,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,74
"383",1,"16/02/2016",2110,"3","2",5,"Dark",2,"Calderdale",9,1,3,1,18
"384",5,"18/02/2016",1028,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,26
"385",5,"18/02/2016",1028,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,37
"386",5,"18/02/2016",1028,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,36
"387",5,"18/02/2016",1028,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,34
"388",2,"19/02/2016",1625,"4","2",1,"Daylight",2,"Calderdale",1,1,3,1,24
"389",2,"19/02/2016",2100,"3","2",4,"Dark",2,"Calderdale",9,1,3,2,33
"390",2,"20/02/2016",1530,"4","1",1,"Daylight",1,"Calderdale",9,1,2,2,46
"391",2,"20/02/2016",1530,"4","2",1,"Daylight",2,"Calderdale",9,1,3,2,32
"392",2,"20/02/2016",2004,"3","2",4,"Dark",1,"Calderdale",8,1,3,1,36
"393",2,"20/02/2016",2004,"3","2",4,"Dark",1,"Calderdale",9,1,2,2,19
"394",2,"20/02/2016",1550,"3","2",1,"Daylight",5,"Calderdale",9,1,3,2,30
"395",3,"22/02/2016",700,"1","2",1,"Daylight",1,"Calderdale",9,1,3,1,41
"396",3,"22/02/2016",700,"1","2",1,"Daylight",1,"Calderdale",9,2,3,1,60
"397",3,"22/02/2016",750,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,7
"398",3,"22/02/2016",750,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,9
"399",2,"22/02/2016",1129,"1","2",1,"Daylight",1,"Calderdale",9,1,3,1,44
"400",1,"22/02/2016",1710,"6","1",1,"Daylight",1,"Calderdale",5,1,2,1,41
"401",1,"22/02/2016",1320,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,29
"402",2,"24/02/2016",1805,"6","1",4,"Dark",1,"Calderdale",1,1,3,2,45
"403",2,"24/02/2016",1157,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,35
"404",1,"24/02/2016",1337,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,29
"405",1,"25/02/2016",1550,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,3
"406",2,"25/02/2016",1720,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,41
"407",2,"26/02/2016",1340,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,NA
"408",2,"27/02/2016",1950,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,19
"409",2,"27/02/2016",1950,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,70
"410",2,"27/02/2016",1950,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,18
"411",2,"27/02/2016",1950,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,55
"412",1,"29/02/2016",715,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,19
"413",1,"29/02/2016",715,"3","1",1,"Daylight",1,"Calderdale",9,2,2,2,23
"414",1,"28/02/2016",1345,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,51
"415",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,2,2,1,4
"416",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,23
"417",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,53
"418",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,2,3,1,11
"419",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,2,3,2,52
"420",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,2,3,1,12
"421",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,35
"422",3,"01/03/2016",1540,"6","2",1,"Daylight",2,"Calderdale",9,2,3,2,6
"423",1,"02/03/2016",542,"3","3",4,"Dark",6,"Calderdale",9,1,3,1,47
"424",1,"02/03/2016",905,"6","3",1,"Daylight",3,"Calderdale",9,1,3,2,48
"425",2,"02/03/2016",1250,"6","1",1,"Daylight",9,"Calderdale",9,1,3,1,23
"426",3,"02/03/2016",1620,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,51
"427",3,"02/03/2016",1727,"1","2",1,"Daylight",1,"Calderdale",19,1,3,1,39
"428",3,"02/03/2016",1727,"1","2",1,"Daylight",1,"Calderdale",9,1,3,1,35
"429",2,"02/03/2016",1725,"6","1",1,"Daylight",9,"Calderdale",9,1,3,2,19
"430",2,"02/03/2016",1725,"6","1",1,"Daylight",9,"Calderdale",9,2,3,2,21
"431",1,"04/03/2016",958,"6","3",1,"Daylight",3,"Calderdale",9,1,3,1,57
"432",2,"04/03/2016",800,"3","3",1,"Daylight",3,"Calderdale",1,1,3,2,36
"433",2,"04/03/2016",1500,"6","3",1,"Daylight",3,"Calderdale",9,1,3,2,40
"434",1,"05/03/2016",1030,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,12
"435",2,"06/03/2016",1923,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,25
"436",1,"07/03/2016",904,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,67
"437",2,"07/03/2016",1840,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,64
"438",2,"07/03/2016",1840,"3","1",1,"Daylight",1,"Calderdale",20,1,3,1,57
"439",2,"07/03/2016",1840,"3","1",1,"Daylight",1,"Calderdale",20,3,3,1,55
"440",2,"07/03/2016",1642,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,33
"441",1,"09/03/2016",1545,"6","2",1,"Daylight",2,"Calderdale",9,3,3,1,11
"442",2,"10/03/2016",651,"6","1",1,"Daylight",9,"Calderdale",9,1,3,1,48
"443",2,"10/03/2016",657,"6","2",6,"",1,"Calderdale",9,1,3,1,35
"444",1,"12/03/2016",1700,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,7
"445",6,"13/03/2016",1048,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,25
"446",6,"13/03/2016",1048,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,22
"447",6,"13/03/2016",1048,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,21
"448",2,"15/03/2016",759,"1","2",1,"Daylight",1,"Calderdale",19,1,3,1,34
"449",1,"18/03/2016",600,"3","1",1,"Daylight",9,"Calderdale",19,2,3,1,24
"450",2,"18/03/2016",830,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,21
"451",1,"19/03/2016",1107,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,26
"452",2,"19/03/2016",1330,"6","1",1,"Daylight",1,"Calderdale",9,1,2,1,88
"453",1,"19/03/2016",1727,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"454",1,"19/03/2016",1727,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,23
"455",3,"19/03/2016",1856,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,72
"456",3,"19/03/2016",1856,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,21
"457",3,"19/03/2016",1856,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,21
"459",2,"21/03/2016",1655,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,41
"460",3,"22/03/2016",1710,"3","1",1,"Daylight",1,"Calderdale",5,1,2,1,36
"461",1,"22/03/2016",1730,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,7
"462",2,"23/03/2016",1700,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,79
"463",1,"24/03/2016",759,"6","2",1,"Daylight",8,"Calderdale",9,1,3,2,27
"464",1,"24/03/2016",759,"6","2",1,"Daylight",8,"Calderdale",9,2,3,1,36
"465",3,"24/03/2016",1025,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,59
"466",3,"24/03/2016",1025,"3","2",1,"Daylight",1,"Calderdale",9,2,3,2,10
"467",1,"24/03/2016",1555,"3","1",1,"Daylight",8,"Calderdale",9,3,2,1,14
"468",2,"24/03/2016",1827,"3","2",4,"Dark",2,"Calderdale",4,1,3,1,49
"469",2,"25/03/2016",715,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,50
"470",1,"26/03/2016",1731,"1","2",1,"Daylight",5,"Calderdale",9,1,3,2,33
"471",1,"27/03/2016",1350,"1","2",1,"Daylight",5,"Calderdale",9,2,3,2,26
"472",3,"27/03/2016",1910,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,39
"473",3,"29/03/2016",845,"3","2",1,"Daylight",3,"Calderdale",9,1,3,1,36
"474",2,"29/03/2016",600,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,35
"475",2,"31/03/2016",930,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,35
"476",2,"31/03/2016",930,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,35
"477",1,"02/04/2016",550,"6","2",1,"Daylight",1,"Calderdale",9,3,3,1,36
"478",1,"02/04/2016",1353,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,22
"479",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,47
"480",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,46
"481",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,16
"482",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,32
"483",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,62
"484",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,62
"485",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,70
"486",3,"02/04/2016",1610,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,70
"487",1,"06/04/2016",2148,"6","2",5,"Dark",2,"Calderdale",8,3,3,1,77
"488",1,"08/04/2016",1030,"1","1",1,"Daylight",1,"Calderdale",21,1,3,1,49
"489",1,"10/04/2016",1443,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,14
"490",3,"10/04/2016",2122,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,32
"491",1,"11/04/2016",1308,"3","1",1,"Daylight",1,"Calderdale",21,3,3,1,54
"492",1,"11/04/2016",1604,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,4
"493",1,"12/04/2016",1236,"6","2",1,"Daylight",2,"Calderdale",9,3,2,2,37
"494",2,"12/04/2016",1620,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,44
"495",2,"12/04/2016",1620,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,23
"496",1,"12/04/2016",2104,"6","2",4,"Dark",1,"Calderdale",9,2,2,1,19
"497",1,"12/04/2016",2104,"6","2",4,"Dark",1,"Calderdale",9,2,2,1,15
"498",1,"12/04/2016",2104,"6","2",4,"Dark",1,"Calderdale",9,2,2,1,25
"499",2,"13/04/2016",1649,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,46
"500",1,"13/04/2016",1700,"6","1",1,"Daylight",1,"Calderdale",5,1,1,1,46
"501",2,"15/04/2016",1256,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,43
"502",1,"14/04/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,4
"503",2,"14/04/2016",1800,"4","1",1,"Daylight",1,"Calderdale",9,1,3,2,25
"504",2,"15/04/2016",1505,"6","2",1,"Daylight",1,"Calderdale",5,1,2,2,53
"505",2,"15/04/2016",1800,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,50
"506",1,"18/04/2016",2221,"6","1",4,"Dark",1,"Calderdale",9,3,3,2,55
"507",2,"19/04/2016",800,"6","1",1,"Daylight",1,"Calderdale",3,1,2,2,21
"508",4,"19/04/2016",1136,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,26
"509",4,"19/04/2016",1136,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,38
"510",2,"20/04/2016",910,"3","1",1,"Daylight",1,"Calderdale",5,1,2,1,74
"511",4,"20/04/2016",1525,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,37
"512",4,"20/04/2016",1525,"6","1",1,"Daylight",1,"Calderdale",8,1,3,1,45
"513",4,"20/04/2016",1525,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,51
"514",4,"20/04/2016",1525,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,24
"515",3,"21/04/2016",2244,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,34
"516",3,"21/04/2016",2244,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,20
"517",2,"22/04/2016",811,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,57
"518",2,"22/04/2016",811,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,62
"519",2,"22/04/2016",1258,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,41
"520",2,"23/04/2016",130,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,23
"521",2,"23/04/2016",130,"3","1",4,"Dark",1,"Calderdale",8,1,3,1,40
"522",2,"17/04/2016",1730,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,51
"523",2,"25/04/2016",610,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,37
"524",2,"25/04/2016",1736,"1","2",1,"Daylight",1,"Calderdale",9,1,3,1,27
"525",2,"25/04/2016",1736,"1","2",1,"Daylight",1,"Calderdale",20,1,3,1,31
"526",2,"25/04/2016",1730,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,59
"527",1,"26/04/2016",1545,"4","1",1,"Daylight",1,"Calderdale",9,3,3,1,14
"528",3,"28/04/2016",2104,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,60
"529",2,"30/04/2016",718,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,30
"530",1,"30/04/2016",1205,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,51
"531",2,"30/04/2016",1925,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,54
"532",1,"30/04/2016",1230,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,43
"533",2,"01/05/2016",2239,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,26
"534",2,"03/05/2016",1126,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,29
"535",1,"03/05/2016",1725,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,11
"536",3,"04/05/2016",743,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,31
"537",3,"04/05/2016",743,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,22
"538",1,"05/05/2016",756,"3","1",1,"Daylight",1,"Calderdale",5,3,3,2,25
"539",1,"05/05/2016",756,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,24
"540",1,"05/05/2016",756,"3","1",1,"Daylight",1,"Calderdale",5,2,3,2,22
"541",2,"05/05/2016",1700,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,24
"542",2,"06/05/2016",1418,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,27
"543",2,"06/05/2016",1230,"4","1",1,"Daylight",1,"Calderdale",9,3,3,2,40
"544",1,"07/05/2016",2207,"3","2",6,"",1,"Calderdale",9,2,3,1,19
"545",2,"08/05/2016",1202,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,30
"546",1,"10/05/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,6
"547",2,"10/05/2016",1720,"6","2",1,"Daylight",2,"Calderdale",1,1,3,1,40
"548",2,"10/05/2016",1345,"6","1",1,"Daylight",1,"Calderdale",5,1,3,1,50
"549",3,"11/05/2016",904,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,79
"550",3,"11/05/2016",904,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,73
"551",4,"12/05/2016",705,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,64
"552",4,"12/05/2016",705,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,55
"553",1,"13/05/2016",1555,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,20
"554",1,"13/05/2016",2000,"6","1",1,"Daylight",1,"Calderdale",2,1,3,1,19
"555",2,"14/05/2016",951,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"556",2,"14/05/2016",1438,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"557",2,"14/05/2016",1438,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,42
"558",2,"14/05/2016",1420,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,9
"559",2,"14/05/2016",1420,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,32
"560",2,"14/05/2016",1420,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,11
"561",1,"14/05/2016",1905,"3","1",1,"Daylight",1,"Calderdale",19,3,3,2,32
